TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
Towson,90.199635107246,92.658333296638,0.42329162154349,0–2,0,2,42.6,61.2,23.5,33.6,32.1,22.1,15.2,43.1,74.8,39.3,56,31.7,46,2.7,11.5,70.3,66.2,40.2,40,72.3,,,,2025,,,,-0.24979939847188,70.8,71.4
"Delaware St.",91.089647581914,100.72603566392,0.23931443653232,0–1,0,1,43.5,54.4,6.5,19.1,37.4,9.8,26.7,51.4,61.5,30.6,53.2,60,38.1,2.1,13.9,41.2,63.6,21.7,30.9,62.2,,,,2025,,,,-0.22109118540039,66.7,46.2
Liberty,114.69108333333,96.92875,0.87380845703503,0–2,0,2,55.4,57.2,29.2,32.6,28.6,20,29,36.1,82.3,52.6,54.8,40.5,40.7,8.3,2.6,56.9,57.4,35,39.1,77.6,,,,2025,,,,-0.2689959821571,77.1,75.6
"Le Moyne",53.68761946504,111.02548181696,0.00023501195494723,0–1,0,1,25.6,64.8,18.6,18.8,34.9,10.6,8.8,42.3,65.9,36.4,80,9.5,31,2.9,0,30,70.3,48.8,45.3,67.7,,,,2025,,,,-0.17963610577076,37.5,91.7
"Boise St.",86.5705,94.980666666667,0.25612376429781,0–1,0,1,38.2,52.2,19.6,19.4,32.4,15.5,22.2,33.3,71.1,36,56.5,26.9,28.6,10.9,8,87.5,43.8,51,31.3,69.5,,,,2025,,,,-0.12559039279123,80,92.3
Bellarmine,100.3563155615,108.17303527373,0.29680501201312,0–1,0,1,44.5,63.6,32.7,25.8,24.8,15.1,21.6,38.7,72.7,41.5,67.5,35.7,38.5,5,14.6,36.4,73,25.5,39.4,73.6,,,,2025,,,,-0.19334831705266,66.7,64.7
"East Carolina",86.127666666667,93.192833333333,0.28768348044693,0–1,0,1,39.8,53.5,20.4,40.8,36.9,12.3,25,51.3,73.1,40.9,55.2,20,30.8,8.6,11.4,57.9,61.1,10.2,18.3,72.3,,,,2025,,,,-0.015156316270029,50,65.5
Northwestern,106.95824169847,89.273734363271,0.88878682286788,0–6,0,6,49.4,51.1,29.4,38.9,23.5,17,26.4,26.1,74.4,47.9,48.9,37.3,36.7,5.1,7.1,58.5,63.2,19.3,35.1,72.1,,,,2025,,,,-1.1985984081408,65.7,78.2
"Eastern Illinois",80.335991591003,96.879225387864,0.10401908285561,0–3,0,3,31.1,63.1,11.1,27.2,22.1,19.7,28.7,41.7,69.3,33.3,57.3,17.2,49.2,4.3,12.9,42.6,71.4,30.5,35,69,,,,2025,,,,-0.50149233042388,81,69.4
"Northern Kentucky",83.922567649629,83.897018528667,0.50087538826612,0–1,0,1,28.7,47.1,16.4,10.1,15.6,12.5,22.2,41.5,64.2,31,56.8,15.8,20,2.3,38.1,43.8,73.3,31.1,36.2,63.8,,,,2025,,,,-0.10124304866448,60,71.4
